wavelength[μm],reflectance1,reflectance2,reflectance3,reflectance4,reflectance5,reflectance6,reflectance7,reflectance8,reflectance9
2.42368,0.26638,0.26564,0.26831,0.26624,0.26607,0.26753,0.26645,0.26665,0.26733
2.43030,0.26611,0.26523,0.26786,0.26637,0.26591,0.26718,0.26653,0.26659,0.26706
2.43692,0.26666,0.26572,0.26849,0.26694,0.26623,0.26749,0.26735,0.26699,0.26754
2.44354,0.26697,0.26644,0.26884,0.26706,0.26670,0.26789,0.26715,0.26731,0.26788
2.45017,0.26715,0.26599,0.26852,0.26731,0.26686,0.26788,0.26716,0.26730,0.26796
2.45679,0.26640,0.26536,0.26790,0.26674,0.26601,0.26724,0.26711,0.26677,0.26737
2.46341,0.26634,0.26525,0.26810,0.26654,0.26611,0.26759,0.26613,0.26662,0.26758
2.47003,0.26591,0.26486,0.26747,0.26625,0.26542,0.26677,0.26603,0.26586,0.26670
2.47666,0.26419,0.26347,0.26608,0.26418,0.26398,0.26495,0.26409,0.26438,0.26462
2.48328,0.26236,0.26144,0.26406,0.26256,0.26209,0.26345,0.26315,0.26307,0.26304
2.48990,0.26227,0.26164,0.26450,0.26237,0.26202,0.26352,0.26264,0.26286,0.26320
2.49653,0.26315,0.26241,0.26488,0.26320,0.26275,0.26378,0.26318,0.26347,0.26381
2.50312,0.26267,0.26161,0.26364,0.26260,0.26234,0.26364,0.26308,0.26305,0.26316
2.50972,0.26204,0.26116,0.26355,0.26224,0.26155,0.26285,0.26219,0.26229,0.26231
2.51632,0.26107,0.26054,0.26256,0.26156,0.26102,0.26230,0.26146,0.26174,0.26204
2.52292,0.26024,0.25922,0.26164,0.26039,0.25963,0.26082,0.26083,0.26080,0.26089
2.52951,0.25913,0.25842,0.26154,0.25987,0.25933,0.26050,0.25951,0.25952,0.26013
2.53611,0.25845,0.25773,0.25982,0.25890,0.25836,0.25909,0.25850,0.25880,0.25908
2.54271,0.25595,0.25562,0.25854,0.25717,0.25671,0.25797,0.25719,0.25731,0.25775
2.54931,0.25572,0.25548,0.25764,0.25686,0.25663,0.25693,0.25699,0.25726,0.25699
2.55591,0.25412,0.25351,0.25596,0.25421,0.25406,0.25482,0.25408,0.25442,0.25505
2.56251,0.25142,0.25109,0.25307,0.25188,0.25191,0.25235,0.25200,0.25230,0.25279
2.56911,0.24953,0.24916,0.25147,0.24976,0.24964,0.25023,0.25042,0.25028,0.25067
2.57571,0.24835,0.24788,0.25005,0.24835,0.24832,0.24871,0.24857,0.24855,0.24911
2.58231,0.24518,0.24486,0.24720,0.24483,0.24535,0.24586,0.24559,0.24592,0.24603
2.58891,0.24173,0.24139,0.24390,0.24239,0.24243,0.24288,0.24366,0.24356,0.24353
2.59551,0.24047,0.23976,0.24175,0.24049,0.24023,0.24045,0.24068,0.24058,0.24093
2.60212,0.23931,0.23892,0.24160,0.23967,0.23968,0.24037,0.24028,0.24023,0.24065
2.60872,0.23940,0.23930,0.24213,0.23967,0.23986,0.24125,0.24049,0.24046,0.24142
2.61532,0.24057,0.24041,0.24268,0.24072,0.24045,0.24093,0.24078,0.24057,0.24111
2.62192,0.24114,0.24053,0.24343,0.24174,0.24132,0.24217,0.24177,0.24193,0.24230
2.62853,0.24156,0.24131,0.24369,0.24201,0.24200,0.24266,0.24190,0.24213,0.24222
2.63513,0.24275,0.24215,0.24433,0.24286,0.24221,0.24283,0.24323,0.24296,0.24349
2.64174,0.23987,0.23973,0.24205,0.23994,0.23997,0.24096,0.24110,0.24129,0.24130
2.64834,0.23122,0.23076,0.23232,0.23130,0.23088,0.23151,0.23134,0.23120,0.23190
2.65495,0.20425,0.20335,0.20462,0.20426,0.20322,0.20391,0.20450,0.20433,0.20446
2.66155,0.14529,0.14451,0.14455,0.14560,0.14450,0.14404,0.14561,0.14487,0.14441
2.66816,0.07059,0.07010,0.07011,0.07077,0.06996,0.06986,0.07062,0.07016,0.06974
2.67476,0.02783,0.02761,0.02749,0.02786,0.02736,0.02751,0.02757,0.02721,0.02731
2.68137,0.01727,0.01715,0.01751,0.01736,0.01730,0.01744,0.01734,0.01752,0.01733
2.68798,0.01857,0.01840,0.01866,0.01879,0.01851,0.01851,0.01864,0.01870,0.01850
2.69458,0.06032,0.05977,0.06151,0.06116,0.06043,0.06048,0.06003,0.06031,0.06027
2.70119,0.27666,0.27164,0.28115,0.27956,0.27443,0.27404,0.27196,0.27520,0.27258
2.76068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.76729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.77390,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.78052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.78713,NaN,0.00443,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.79374,0.00716,0.00753,0.00809,0.00745,0.00772,0.00795,0.00711,0.00765,0.00777
2.80035,0.01115,0.01130,0.01200,0.01129,0.01146,0.01175,0.01077,0.01133,0.01146
2.80697,0.01535,0.01491,0.01601,0.01578,0.01570,0.01577,0.01524,0.01596,0.01528
2.81358,0.01985,0.01927,0.02019,0.02018,0.01968,0.01939,0.01935,0.01966,0.01905
2.82020,0.02421,0.02351,0.02411,0.02429,0.02370,0.02321,0.02344,0.02380,0.02324
2.82681,0.02787,0.02720,0.02772,0.02781,0.02723,0.02680,0.02710,0.02739,0.02698
2.83343,0.03044,0.02971,0.03058,0.03068,0.03000,0.02997,0.02993,0.03016,0.03001
2.84004,0.03241,0.03163,0.03264,0.03254,0.03218,0.03222,0.03210,0.03234,0.03218
2.84666,0.03463,0.03365,0.03448,0.03489,0.03422,0.03412,0.03450,0.03429,0.03447
2.85328,0.03758,0.03637,0.03687,0.03763,0.03673,0.03623,0.03749,0.03663,0.03665
2.85989,0.04077,0.03926,0.03954,0.04063,0.03943,0.03886,0.04059,0.03921,0.03928
2.86651,0.04313,0.04152,0.04191,0.04299,0.04169,0.04146,0.04307,0.04145,0.04182
2.87313,0.04434,0.04296,0.04375,0.04411,0.04342,0.04357,0.04454,0.04324,0.04417
2.87975,0.04564,0.04426,0.04554,0.04558,0.04480,0.04513,0.04580,0.04468,0.04588
2.88636,0.04700,0.04558,0.04722,0.04706,0.04622,0.04665,0.04723,0.04608,0.04742
2.89298,0.04778,0.04657,0.04820,0.04775,0.04685,0.04761,0.04792,0.04682,0.04826
2.89960,0.04778,0.04663,0.04822,0.04793,0.04676,0.04773,0.04792,0.04694,0.04837
2.90622,0.04735,0.04617,0.04735,0.04767,0.04618,0.04665,0.04765,0.04646,0.04769
2.91284,0.04692,0.04560,0.04682,0.04728,0.04559,0.04604,0.04718,0.04592,0.04710
2.91946,0.04648,0.04545,0.04650,0.04692,0.04536,0.04574,0.04664,0.04541,0.04661
2.92608,0.04615,0.04547,0.04646,0.04664,0.04534,0.04577,0.04625,0.04517,0.04647
2.93270,0.04616,0.04574,0.04658,0.04657,0.04558,0.04623,0.04620,0.04540,0.04681
2.93932,0.04657,0.04626,0.04681,0.04704,0.04591,0.04705,0.04632,0.04576,0.04726
2.94595,0.04726,0.04705,0.04727,0.04756,0.04660,0.04787,0.04692,0.04646,0.04784
2.95257,0.04799,0.04792,0.04786,0.04850,0.04741,0.04850,0.04807,0.04743,0.04851
2.95919,0.04861,0.04880,0.04823,0.04929,0.04811,0.04881,0.04900,0.04816,0.04894
2.96581,0.04929,0.04959,0.04837,0.04973,0.04850,0.04888,0.04953,0.04860,0.04925
2.97244,0.05026,0.05045,0.04914,0.05035,0.04939,0.04987,0.05030,0.04950,0.04993
2.97906,0.05126,0.05142,0.05037,0.05140,0.05045,0.05132,0.05150,0.05065,0.05118
2.98568,0.05235,0.05243,0.05208,0.05235,0.05196,0.05253,0.05260,0.05159,0.05228
2.99231,0.05336,0.05392,0.05340,0.05311,0.05269,0.05323,0.05380,0.05301,0.05323
2.99893,0.05487,0.05467,0.05412,0.05436,0.05386,0.05427,0.05544,0.05469,0.05439
3.00556,0.05606,0.05595,0.05550,0.05567,0.05495,0.05501,0.05669,0.05624,0.05553
3.01218,0.05698,0.05694,0.05675,0.05643,0.05584,0.05585,0.05717,0.05705,0.05649
3.01881,0.05777,0.05781,0.05798,0.05718,0.05656,0.05669,0.05755,0.05788,0.05743
3.02544,0.05837,0.05854,0.05918,0.05796,0.05748,0.05794,0.05820,0.05914,0.05861
3.03206,0.05924,0.05964,0.06032,0.05891,0.05848,0.05914,0.05905,0.06031,0.05970
3.03869,0.06029,0.06069,0.06120,0.05993,0.05978,0.06021,0.05979,0.06131,0.06073
3.04532,0.06087,0.06133,0.06165,0.06072,0.06077,0.06097,0.06030,0.06199,0.06136
3.05195,0.06091,0.06139,0.06172,0.06118,0.06132,0.06141,0.06052,0.06223,0.06169
3.05857,0.06068,0.06117,0.06163,0.06123,0.06141,0.06136,0.06065,0.06213,0.06183
3.06520,0.06085,0.06125,0.06166,0.06140,0.06159,0.06160,0.06060,0.06200,0.06200
3.07183,0.06144,0.06188,0.06222,0.06190,0.06215,0.06218,0.06101,0.06226,0.06224
3.07846,0.06222,0.06267,0.06307,0.06248,0.06302,0.06301,0.06183,0.06293,0.06265
3.08509,0.06293,0.06356,0.06416,0.06300,0.06395,0.06396,0.06282,0.06370,0.06308
3.09172,0.06372,0.06402,0.06498,0.06383,0.06465,0.06475,0.06371,0.06429,0.06363
3.09835,0.06452,0.06457,0.06570,0.06480,0.06509,0.06575,0.06478,0.06505,0.06465
3.10498,0.06505,0.06514,0.06663,0.06555,0.06558,0.06660,0.06570,0.06567,0.06529
3.11161,0.06538,0.06561,0.06742,0.06599,0.06578,0.06717,0.06630,0.06584,0.06543
3.11825,0.06586,0.06598,0.06787,0.06631,0.06608,0.06763,0.06649,0.06593,0.06576
3.12488,0.06632,0.06621,0.06823,0.06666,0.06658,0.06832,0.06699,0.06661,0.06665
3.13151,0.06679,0.06665,0.06867,0.06725,0.06742,0.06906,0.06742,0.06758,0.06746
3.13814,0.06807,0.06797,0.07005,0.06877,0.06897,0.06984,0.06840,0.06849,0.06867
3.14478,0.06980,0.06995,0.07185,0.07049,0.07102,0.07133,0.06979,0.06979,0.06999
3.15141,0.07176,0.07237,0.07391,0.07209,0.07394,0.07326,0.07187,0.07243,0.07201
3.15804,0.07405,0.07484,0.07652,0.07416,0.07715,0.07584,0.07448,0.07559,0.07464
3.16468,0.07659,0.07745,0.07880,0.07657,0.08010,0.07889,0.07733,0.07842,0.07779
3.17131,0.07891,0.07985,0.08105,0.07884,0.08301,0.08158,0.08037,0.08128,0.08086
3.17795,0.08057,0.08147,0.08267,0.08064,0.08575,0.08428,0.08302,0.08493,0.08375
3.18458,0.08235,0.08391,0.08510,0.08220,0.08699,0.08597,0.08514,0.08673,0.08572
3.19122,0.08413,0.08566,0.08669,0.08358,0.08787,0.08796,0.08688,0.08752,0.08753
3.19785,0.08673,0.08788,0.08881,0.08561,0.08938,0.09021,0.08810,0.08920,0.08958
3.20449,0.08920,0.08982,0.09043,0.08834,0.09135,0.09226,0.08981,0.09109,0.09160
3.21113,0.09164,0.09163,0.09207,0.09089,0.09281,0.09424,0.09141,0.09254,0.09326
3.21776,0.09418,0.09390,0.09439,0.09350,0.09450,0.09619,0.09305,0.09434,0.09517
3.22440,0.09701,0.09641,0.09714,0.09693,0.09707,0.09810,0.09566,0.09702,0.09712
3.23104,0.10028,0.09934,0.09943,0.10039,0.09968,0.10027,0.09823,0.09965,0.09967
3.23768,0.10321,0.10198,0.10166,0.10356,0.10203,0.10239,0.10085,0.10214,0.10223
3.24432,0.10578,0.10445,0.10422,0.10617,0.10452,0.10455,0.10315,0.10476,0.10466
3.25096,0.10795,0.10697,0.10677,0.10848,0.10686,0.10670,0.10554,0.10761,0.10692
3.25760,0.10930,0.10878,0.10861,0.11043,0.10885,0.10908,0.10783,0.10989,0.10839
3.26424,0.11022,0.10987,0.11019,0.11142,0.10990,0.11033,0.10941,0.11134,0.10918
3.27088,0.11125,0.11141,0.11215,0.11293,0.11154,0.11221,0.11120,0.11310,0.11107
3.27752,0.11363,0.11428,0.11486,0.11564,0.11485,0.11526,0.11444,0.11604,0.11380
3.28416,0.11696,0.11795,0.11845,0.11926,0.11866,0.11897,0.11809,0.11926,0.11739
3.29080,0.12059,0.12142,0.12177,0.12256,0.12165,0.12240,0.12147,0.12226,0.12089
3.29744,0.12353,0.12438,0.12469,0.12542,0.12469,0.12547,0.12452,0.12522,0.12404
3.30408,0.12636,0.12705,0.12703,0.12777,0.12702,0.12812,0.12753,0.12794,0.12694
3.31073,0.12890,0.12964,0.12929,0.13048,0.12949,0.13062,0.13030,0.13036,0.12993
3.31737,0.13157,0.13239,0.13185,0.13289,0.13171,0.13245,0.13278,0.13256,0.13275
3.32401,0.13415,0.13489,0.13454,0.13516,0.13436,0.13485,0.13527,0.13456,0.13535
3.33066,0.13669,0.13788,0.13765,0.13757,0.13741,0.13762,0.13782,0.13728,0.13790
3.33730,0.13904,0.14057,0.14087,0.14003,0.13999,0.14024,0.14036,0.13989,0.14084
3.34395,0.14130,0.14290,0.14365,0.14278,0.14239,0.14258,0.14289,0.14218,0.14324
3.35059,0.14404,0.14535,0.14629,0.14497,0.14458,0.14480,0.14570,0.14470,0.14541
3.35724,0.14667,0.14779,0.14873,0.14722,0.14672,0.14701,0.14837,0.14729,0.14760
3.36388,0.14924,0.15032,0.15118,0.14990,0.14911,0.14939,0.15086,0.15009,0.15008
3.37053,0.15270,0.15320,0.15385,0.15326,0.15245,0.15232,0.15377,0.15296,0.15270
3.37717,0.15601,0.15579,0.15671,0.15629,0.15569,0.15527,0.15614,0.15545,0.15543
3.38382,0.15818,0.15812,0.15921,0.15881,0.15779,0.15796,0.15825,0.15786,0.15814
3.39047,0.16021,0.15995,0.16118,0.16087,0.15940,0.16005,0.16035,0.16005,0.16044
3.39712,0.16227,0.16185,0.16300,0.16266,0.16156,0.16224,0.16298,0.16239,0.16279
3.40376,0.16454,0.16407,0.16594,0.16447,0.16422,0.16495,0.16520,0.16523,0.16566
3.41041,0.16607,0.16621,0.16869,0.16661,0.16674,0.16783,0.16723,0.16771,0.16814
3.41706,0.16810,0.16870,0.17131,0.16913,0.16946,0.17043,0.16969,0.17027,0.17009
3.42371,0.17081,0.17151,0.17420,0.17198,0.17303,0.17339,0.17269,0.17306,0.17235
3.43036,0.17432,0.17491,0.17772,0.17502,0.17643,0.17653,0.17545,0.17636,0.17547
3.43701,0.17695,0.17748,0.17971,0.17746,0.17910,0.17901,0.17756,0.17954,0.17842
3.44366,0.17834,0.17888,0.18104,0.17976,0.18183,0.18042,0.17993,0.18200,0.17990
3.45031,0.17964,0.18027,0.18262,0.18178,0.18386,0.18146,0.18133,0.18362,0.18106
3.45696,0.18169,0.18226,0.18485,0.18390,0.18575,0.18330,0.18291,0.18527,0.18249
3.46361,0.18408,0.18446,0.18693,0.18643,0.18788,0.18572,0.18534,0.18749,0.18472
3.47026,0.18709,0.18671,0.18950,0.18915,0.19165,0.18897,0.18824,0.19087,0.18788
3.47692,0.19010,0.18993,0.19271,0.19196,0.19473,0.19210,0.19132,0.19339,0.19131
3.48357,0.19242,0.19277,0.19526,0.19422,0.19685,0.19447,0.19349,0.19525,0.19401
3.49022,0.19450,0.19515,0.19716,0.19659,0.19896,0.19650,0.19568,0.19749,0.19613
3.49687,0.19734,0.19797,0.20023,0.19925,0.20179,0.19904,0.19890,0.20038,0.19856
3.50353,0.20125,0.20179,0.20395,0.20241,0.20512,0.20224,0.20238,0.20389,0.20205
3.51018,0.20507,0.20581,0.20782,0.20544,0.20835,0.20601,0.20575,0.20765,0.20537
3.51684,0.20882,0.20959,0.21096,0.20834,0.21114,0.20890,0.20859,0.21086,0.20884
3.52349,0.21288,0.21352,0.21513,0.21192,0.21473,0.21276,0.21215,0.21454,0.21317
3.53015,0.21711,0.21795,0.21891,0.21610,0.21765,0.21737,0.21594,0.21791,0.21772
3.53680,0.22046,0.22088,0.22152,0.21958,0.22049,0.22096,0.21911,0.22172,0.22110
3.54346,0.22316,0.22329,0.22411,0.22277,0.22328,0.22394,0.22186,0.22475,0.22392
3.55011,0.22674,0.22666,0.22790,0.22674,0.22708,0.22818,0.22583,0.22842,0.22793
3.55677,0.23086,0.23051,0.23190,0.23067,0.23054,0.23229,0.22935,0.23145,0.23193
3.56343,0.23327,0.23286,0.23479,0.23279,0.23246,0.23494,0.23177,0.23329,0.23460
3.57008,0.23482,0.23444,0.23688,0.23482,0.23468,0.23678,0.23447,0.23514,0.23698
3.57674,0.23746,0.23665,0.23959,0.23756,0.23756,0.23927,0.23790,0.23783,0.23944
3.58340,0.24056,0.23911,0.24184,0.24045,0.24017,0.24174,0.24073,0.24015,0.24211
3.59006,0.24214,0.24076,0.24345,0.24207,0.24137,0.24293,0.24214,0.24152,0.24389
3.59672,0.24416,0.24250,0.24489,0.24358,0.24311,0.24395,0.24415,0.24286,0.24542
3.60338,0.24579,0.24483,0.24746,0.24633,0.24614,0.24605,0.24704,0.24532,0.24759
3.61004,0.24773,0.24716,0.24975,0.24810,0.24854,0.24782,0.24900,0.24734,0.24946
3.61670,0.24865,0.24814,0.25011,0.24877,0.24901,0.24832,0.24917,0.24787,0.24987
3.62336,0.24945,0.24893,0.25006,0.24920,0.24905,0.24857,0.24956,0.24816,0.24967
3.63002,0.25160,0.25119,0.25158,0.25145,0.25124,0.25102,0.25183,0.25062,0.25180
3.63668,0.25366,0.25399,0.25367,0.25460,0.25445,0.25438,0.25452,0.25389,0.25486
3.64334,0.25477,0.25593,0.25513,0.25623,0.25647,0.25693,0.25549,0.25545,0.25673
3.65000,0.25598,0.25701,0.25652,0.25717,0.25797,0.25837,0.25630,0.25630,0.25754
3.65667,0.25807,0.25901,0.25879,0.25923,0.25991,0.26092,0.25856,0.25824,0.25933
3.66333,0.26039,0.26127,0.26014,0.26096,0.26124,0.26304,0.26078,0.25984,0.26055
3.66999,0.26034,0.26171,0.25979,0.26054,0.26069,0.26338,0.26071,0.25988,0.26104
3.67665,0.26047,0.26210,0.26023,0.26028,0.25994,0.26335,0.26172,0.26020,0.26127
3.68332,0.26300,0.26498,0.26377,0.26314,0.26237,0.26656,0.26409,0.26281,0.26429
3.68998,0.26649,0.26861,0.26769,0.26647,0.26595,0.27058,0.26786,0.26661,0.26731
3.69665,0.26833,0.26992,0.26890,0.26810,0.26846,0.27258,0.26964,0.26883,0.27079
3.70331,0.26835,0.26923,0.26796,0.26836,0.26891,0.27202,0.26943,0.26871,0.27138
3.70998,0.26996,0.27029,0.26909,0.26937,0.26989,0.27257,0.27016,0.26925,0.27199
3.71664,0.27233,0.27273,0.27256,0.27119,0.27170,0.27409,0.27161,0.27064,0.27308
3.72331,0.27253,0.27342,0.27465,0.27138,0.27233,0.27497,0.27169,0.27125,0.27399
3.72998,0.27145,0.27195,0.27464,0.26986,0.27126,0.27400,0.27074,0.27073,0.27394
3.73664,0.27113,0.27070,0.27419,0.26900,0.27081,0.27378,0.27053,0.27051,0.27332
3.74331,0.27250,0.27176,0.27630,0.27031,0.27239,0.27553,0.27181,0.27153,0.27411
3.74998,0.27242,0.27189,0.27658,0.27058,0.27268,0.27559,0.27154,0.27103,0.27394
3.75665,0.27101,0.27051,0.27420,0.26918,0.27084,0.27388,0.26979,0.26928,0.27255
3.76331,0.27014,0.26927,0.27193,0.26791,0.26897,0.27050,0.26864,0.26828,0.27016
3.76998,0.27085,0.27007,0.27249,0.26853,0.26952,0.27132,0.26937,0.26980,0.27112
3.77665,0.27161,0.27097,0.27362,0.26934,0.27038,0.27295,0.27001,0.27073,0.27208
3.78332,0.26960,0.26908,0.27199,0.26808,0.26912,0.27200,0.26847,0.26865,0.27028
3.78999,0.26675,0.26658,0.26933,0.26585,0.26677,0.26904,0.26655,0.26727,0.26739
3.79666,0.26626,0.26628,0.26906,0.26539,0.26582,0.26794,0.26575,0.26661,0.26590
3.80333,0.26680,0.26759,0.27102,0.26555,0.26727,0.26984,0.26658,0.26760,0.26646
3.81000,0.26708,0.26790,0.27227,0.26595,0.26747,0.27015,0.26697,0.26742,0.26631
3.81667,0.26543,0.26599,0.27073,0.26434,0.26495,0.26708,0.26503,0.26502,0.26426
3.82335,0.26528,0.26470,0.26891,0.26375,0.26346,0.26494,0.26367,0.26377,0.26316
3.83002,0.26703,0.26512,0.26862,0.26485,0.26436,0.26535,0.26421,0.26480,0.26383
3.83669,0.26841,0.26645,0.26942,0.26604,0.26632,0.26690,0.26598,0.26733,0.26583
3.84336,0.26742,0.26641,0.26944,0.26501,0.26656,0.26698,0.26591,0.26791,0.26643
3.85004,0.26422,0.26343,0.26743,0.26192,0.26430,0.26508,0.26338,0.26554,0.26385
3.85671,0.26302,0.26153,0.26617,0.26102,0.26317,0.26333,0.26111,0.26369,0.26162
3.86339,0.26489,0.26268,0.26786,0.26309,0.26494,0.26330,0.26207,0.26482,0.26210
3.87006,0.26732,0.26482,0.27027,0.26474,0.26651,0.26557,0.26412,0.26692,0.26525
3.87673,0.26872,0.26554,0.27090,0.26551,0.26829,0.26665,0.26503,0.26862,0.26816
3.88341,0.26959,0.26594,0.27047,0.26533,0.26779,0.26610,0.26491,0.26835,0.26830
3.89008,0.27242,0.26817,0.27261,0.26746,0.27030,0.26794,0.26707,0.27010,0.27083
3.89676,0.27648,0.27256,0.27688,0.27151,0.27594,0.27285,0.27210,0.27517,0.27674
3.90344,0.28014,0.27686,0.28154,0.27559,0.28142,0.27721,0.27715,0.27977,0.28172
3.91011,0.28162,0.27857,0.28366,0.27687,0.28357,0.27787,0.27954,0.28094,0.28285
3.91679,0.27630,0.27294,0.27636,0.27082,0.27700,0.27091,0.27359,0.27463,0.27787
3.92347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.93015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.93682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
